Objetos,Escuela,Año_rango,Año,Título
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Florero,Italiana,1601 - 1800,1640,"""Florero"""
Enseres domésticos,Flamenca,1401 - 1600,1600,"""Florero"""
Enseres domésticos,Flamenca,1401 - 1600,1600,"""Florero"""
Enseres domésticos,Flamenca,1401 - 1600,1600,"""Florero"""
Enseres domésticos,Flamenca,1401 - 1600,1600,"""Florero"""
Enseres domésticos,Flamenca,1401 - 1600,1600,"""Florero"""
Enseres domésticos,Flamenca,1401 - 1600,1600,"""Florero"""
Florero,Flamenca,1401 - 1600,1600,"""Florero"""
Florero,Flamenca,1401 - 1600,1600,"""Florero"""
Florero,Flamenca,1401 - 1600,1600,"""Florero"""
Florero,Flamenca,1401 - 1600,1600,"""Florero"""
Florero,Flamenca,1401 - 1600,1600,"""Florero"""
Florero,Flamenca,1401 - 1600,1600,"""Florero"""
Armadura,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Armas,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Lanza,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Armadura,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Armas,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Lanza,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Armadura,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Armas,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Lanza,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Armadura,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Armas,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Lanza,Italiana ; Veneciana,1401 - 1600,1515,"""La Virgen con el Niño, Santa Dorotea y San Jorge"""
Abanico,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Abanico,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Herramienta / utensilios de trabajo,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Herramienta / utensilios de trabajo,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Jardín,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Jardín,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Objeto uso individual,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Objeto uso individual,Española,1801 - 2000,1868,"""El pabellón de Carlos V en los jardines del Alcázar de Sevilla"""
Cesta / canasta,Española,1801 - 2000,1915,"""Uvas y granadas"""
Cestería,Española,1801 - 2000,1915,"""Uvas y granadas"""
Enseres domésticos,Española,1801 - 2000,1915,"""Uvas y granadas"""
Elementos heráldicos y nobiliarios,Española,1801 - 2000,1906,"""Mercedes Mendeville, condesa de San Félix"""
Escudo heráldico,Española,1801 - 2000,1906,"""Mercedes Mendeville, condesa de San Félix"""
Elementos heráldicos y nobiliarios,Española,1601 - 1800,1603,"""Escudo de la familia de los Khevenhüller, en cerámica de Talavera"""
Escudo heráldico,Española,1601 - 1800,1603,"""Escudo de la familia de los Khevenhüller, en cerámica de Talavera"""
Insignia / condecoración,Española,1601 - 1800,1603,"""Escudo de la familia de los Khevenhüller, en cerámica de Talavera"""
Toisón de Oro,Española,1601 - 1800,1603,"""Escudo de la familia de los Khevenhüller, en cerámica de Talavera"""
Órdenes Nobiliarias,Española,1601 - 1800,1603,"""Escudo de la familia de los Khevenhüller, en cerámica de Talavera"""
Instrumentos de cuerda / cordófonos,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Instrumentos musicales,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Joyas,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Laúd,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Libro,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Música escrita / partituras,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Objeto uso individual,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Vihuela,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Instrumentos de cuerda / cordófonos,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Instrumentos musicales,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Joyas,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Laúd,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Libro,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Música escrita / partituras,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Objeto uso individual,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Vihuela,Alemana,1401 - 1600,1541,"""La Armonía (¿Las tres Gracias?)"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Arco / flecha,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Enseres domésticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Escultura,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Espejo de mano,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Florero,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Fuente / pozo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos de viento / aerófonos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Instrumentos musicales,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Jardín,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Joyas,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Mueble de asiento o reposo,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objeto uso individual,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Objetos artísticos,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Recipiente,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Silla / sillón,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Trompa natural / cuerno,Italiana,1601 - 1800,1635,"""El tocador de Venus"""
Armadura,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Armas,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Cesta / canasta,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Cestería,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Cetro,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Corona,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Enseres domésticos,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Espada,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Indumentaria / vestido,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
Indumentaria cortesana,Española,1801 - 2000,1829,"""La Virgen y el Niño adorados por san Luis, rey de Francia"""
